Time (s),Memory Usage (MB),Frame Rate (FPS)
0.0,14.8359375,80
1.0135555267333984,14.8359375,81
2.027041435241699,14.8359375,129
3.0355212688446045,14.8359375,152
4.042551279067993,14.8359375,110
5.052517414093018,14.8359375,114
6.062319040298462,14.8359375,111
7.071383953094482,14.8359375,100
8.082077503204346,14.8359375,132
9.089808464050293,14.8359375,0
13.002755165100098,14.8359375,0
16.742403268814087,14.8359375,0
20.508547067642212,14.8359375,0
24.232436656951904,14.8359375,0
27.953453540802002,14.8359375,0
31.683767318725586,14.8203125,0
35.40152978897095,14.8203125,0
39.10731887817383,14.8203125,0
42.82313346862793,14.8203125,0
46.5544912815094,14.8203125,0
50.26249861717224,14.8203125,0
54.00097393989563,14.8203125,0
57.72805666923523,14.8203125,0
61.43728590011597,14.8203125,0
65.14856481552124,14.8203125,0
68.87521195411682,14.8203125,0
72.59110522270203,14.8203125,0
76.32992196083069,14.8203125,0
80.04391145706177,14.8203125,0
83.75642657279968,14.8203125,0
87.4629065990448,14.8203125,0
91.18378615379333,14.8203125,0
94.89120054244995,14.8203125,0
98.60829734802246,14.8203125,0
102.31627082824707,14.8203125,0
106.03537797927856,14.8203125,0
109.7543716430664,14.8203125,0
113.47544455528259,14.8203125,0
117.20810389518738,14.8203125,0
120.93041801452637,14.8203125,0
124.65993976593018,14.8203125,0
128.37516617774963,14.8203125,0
132.08012342453003,14.8203125,0
135.80750918388367,14.765625,0
139.54294872283936,14.765625,0
143.2687680721283,14.765625,0
147.0021800994873,14.765625,0
150.73672819137573,14.765625,0
154.48416709899902,14.765625,0
158.2159764766693,14.765625,0
161.93765449523926,14.765625,0
165.67058396339417,14.765625,0
169.38278245925903,14.765625,0
173.1057105064392,14.765625,0
176.8236062526703,14.765625,0
180.54940724372864,14.765625,0
184.23544144630432,14.765625,0
187.909982919693,14.765625,0
191.59883904457092,14.765625,0
195.29095244407654,14.765625,0
198.989928483963,14.765625,0
202.68193769454956,14.765625,0
206.36546397209167,14.765625,0
210.04496788978577,14.765625,0
214.05212306976318,14.765625,0
217.7410044670105,14.765625,0
221.42926478385925,14.765625,0
225.10117650032043,14.765625,0
228.78796291351318,14.765625,0
232.4728181362152,14.765625,0
236.153902053833,14.765625,0
239.85827016830444,14.765625,0
243.54301738739014,14.765625,0
247.22390151023865,14.765625,0
250.91105675697327,14.765625,0
254.57924222946167,14.765625,0
258.2290518283844,14.765625,0
261.89589500427246,14.765625,0
265.5555422306061,14.765625,0
269.215646982193,14.765625,0
272.880295753479,14.765625,0
276.5408020019531,14.765625,0
280.2079348564148,14.765625,0
283.87745785713196,14.765625,0
287.5357713699341,14.765625,0
291.1955358982086,14.765625,0
294.8875734806061,14.765625,0
298.5576128959656,14.765625,0
